age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,y,saving,debt
33,blue-collar,single,secondary,no,-320,no,no,cellular,18,may,268,2,-1,0,no,,-320.0
37,blue-collar,married,secondary,no,-100,yes,no,cellular,18,may,108,2,349,2,no,,-100.0
27,blue-collar,single,primary,no,5,yes,no,cellular,18,may,182,1,-1,0,no,5.0,
24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,yes,174.0,
31,management,single,secondary,no,360,yes,no,cellular,18,may,309,1,-1,0,yes,360.0,
29,admin.,single,secondary,no,305,yes,no,cellular,18,may,18,4,304,1,no,305.0,
24,technician,single,secondary,no,135,yes,yes,cellular,18,may,250,1,-1,0,no,135.0,
32,services,single,secondary,yes,687,yes,no,cellular,18,may,154,1,-1,0,no,687.0,
31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,1,yes,239.0,
28,admin.,single,secondary,no,2290,yes,no,cellular,18,may,2301,1,-1,0,yes,2290.0,
32,technician,single,tertiary,no,-770,yes,no,cellular,18,may,618,1,-1,0,yes,,-770.0
41,admin.,divorced,secondary,no,1967,yes,no,cellular,18,may,115,1,341,1,no,1967.0,
38,blue-collar,single,primary,no,378,yes,no,cellular,18,may,169,1,-1,0,no,378.0,
30,technician,married,secondary,no,1211,yes,no,cellular,18,may,176,1,-1,0,no,1211.0,
24,admin.,single,secondary,no,120,yes,no,cellular,18,may,145,1,-1,0,no,120.0,
25,blue-collar,married,secondary,no,148,yes,no,cellular,18,may,119,1,-1,0,no,148.0,
24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,yes,414.0,
31,blue-collar,married,secondary,no,255,yes,yes,cellular,18,may,295,1,-1,0,no,255.0,
29,housemaid,married,tertiary,no,96,yes,no,cellular,18,may,226,1,-1,0,no,96.0,
27,technician,married,secondary,no,876,yes,no,cellular,18,may,268,1,355,1,no,876.0,
43,blue-collar,married,primary,no,249,yes,no,cellular,18,may,33,5,298,2,no,249.0,
30,blue-collar,single,secondary,no,3950,yes,no,telephone,18,may,152,4,370,3,no,3950.0,
41,blue-collar,divorced,primary,no,-129,yes,no,cellular,18,may,176,1,-1,0,no,,-129.0
44,admin.,married,secondary,no,1042,yes,no,cellular,18,may,136,1,-1,0,no,1042.0,
44,blue-collar,married,primary,no,401,yes,no,cellular,18,may,41,1,-1,0,no,401.0,
36,management,single,tertiary,no,1496,yes,no,cellular,18,may,40,1,269,4,no,1496.0,
31,management,married,tertiary,no,301,yes,no,cellular,18,may,34,6,-1,0,no,301.0,
26,blue-collar,married,secondary,no,160,yes,no,cellular,18,may,252,4,-1,0,no,160.0,
26,blue-collar,single,secondary,no,330,yes,no,cellular,18,may,156,1,348,1,no,330.0,
33,blue-collar,married,primary,no,80,yes,no,cellular,18,may,126,1,-1,0,no,80.0,
47,technician,married,secondary,no,179,yes,no,cellular,18,may,55,1,-1,0,no,179.0,
57,admin.,married,secondary,no,403,yes,no,cellular,18,may,603,1,340,2,yes,403.0,
32,admin.,single,secondary,no,211,yes,no,cellular,18,may,114,1,-1,0,no,211.0,
29,technician,single,secondary,no,1856,yes,yes,cellular,18,may,134,1,-1,0,no,1856.0,
30,services,single,secondary,no,438,yes,no,cellular,18,may,98,1,178,1,no,438.0,
44,blue-collar,married,secondary,no,2979,yes,no,cellular,18,may,18,5,178,3,no,2979.0,
23,services,single,secondary,no,495,yes,yes,cellular,18,may,302,1,-1,0,no,495.0,
27,blue-collar,single,secondary,no,513,yes,yes,cellular,18,may,351,1,-1,0,yes,513.0,
31,admin.,single,tertiary,no,493,yes,no,cellular,18,may,158,1,-1,0,no,493.0,
30,services,single,secondary,no,631,yes,no,cellular,18,may,98,1,-1,0,no,631.0,
28,admin.,single,secondary,no,-36,yes,no,cellular,18,may,379,1,-1,0,no,,-36.0
28,services,single,secondary,no,290,yes,no,cellular,18,may,128,1,-1,0,no,290.0,
32,management,single,tertiary,no,7290,yes,no,cellular,18,may,357,1,-1,0,yes,7290.0,
28,blue-collar,single,secondary,no,402,yes,no,cellular,18,may,632,1,-1,0,no,402.0,
36,blue-collar,married,primary,no,123,yes,no,cellular,18,may,9,1,-1,0,no,123.0,
36,services,divorced,tertiary,no,162,yes,no,cellular,18,may,69,1,367,6,no,162.0,
29,admin.,married,secondary,no,-211,yes,no,cellular,18,may,58,1,-1,0,no,,-211.0
36,admin.,married,secondary,no,-294,yes,no,cellular,18,may,148,1,-1,0,no,,-294.0
34,blue-collar,married,primary,no,363,yes,no,cellular,18,may,98,5,-1,0,no,363.0,
23,services,single,secondary,no,279,yes,no,cellular,18,may,843,1,370,1,yes,279.0,
39,blue-collar,married,secondary,no,4430,yes,no,cellular,18,may,13,4,362,1,no,4430.0,
33,blue-collar,married,primary,no,827,yes,no,cellular,18,may,18,4,-1,0,no,827.0,
32,management,single,tertiary,no,229,yes,no,cellular,18,may,345,1,-1,0,no,229.0,
33,technician,single,tertiary,no,2164,yes,no,cellular,18,may,8,11,-1,0,no,2164.0,
34,entrepreneur,married,tertiary,no,121,yes,no,telephone,18,may,57,6,-1,0,no,121.0,
32,services,married,secondary,no,-489,yes,yes,cellular,18,may,93,1,180,3,no,,-489.0
30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,0,yes,5909.0,
35,technician,married,secondary,no,1092,no,no,cellular,18,may,132,1,360,1,no,1092.0,
53,blue-collar,divorced,primary,no,1815,yes,no,cellular,18,may,34,1,-1,0,no,1815.0,
29,admin.,single,secondary,no,200,yes,no,cellular,18,may,261,1,-1,0,no,200.0,
33,services,single,secondary,no,1659,yes,no,cellular,18,may,133,2,353,6,no,1659.0,
27,technician,married,tertiary,no,8,yes,yes,cellular,18,may,398,1,370,2,no,8.0,
25,technician,single,secondary,no,7103,yes,no,cellular,18,may,287,1,-1,0,no,7103.0,
29,technician,married,secondary,no,266,yes,no,cellular,18,may,208,1,-1,0,no,266.0,
27,admin.,single,secondary,no,105,yes,no,cellular,18,may,179,1,-1,0,no,105.0,
23,blue-collar,single,secondary,no,4211,yes,no,cellular,18,may,434,1,-1,0,no,4211.0,
38,entrepreneur,single,tertiary,yes,-38,yes,no,cellular,18,may,119,4,-1,0,no,,-38.0
30,management,single,tertiary,no,3410,yes,no,cellular,18,may,140,1,-1,0,no,3410.0,
35,self-employed,single,tertiary,no,0,yes,yes,cellular,18,may,185,1,-1,0,no,0.0,
29,management,married,tertiary,no,85,yes,yes,cellular,18,may,26,1,-1,0,no,85.0,
31,admin.,single,secondary,no,1374,yes,no,cellular,18,may,290,2,370,1,no,1374.0,
29,admin.,single,secondary,no,460,yes,no,cellular,18,may,191,2,357,6,no,460.0,
42,blue-collar,single,primary,no,-376,yes,no,cellular,18,may,53,1,-1,0,no,,-376.0
29,admin.,married,secondary,no,22171,yes,no,cellular,18,may,44,1,355,3,no,22171.0,
35,admin.,single,secondary,no,57,yes,no,cellular,18,may,173,1,-1,0,no,57.0,
27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,0,yes,,-195.0
48,admin.,divorced,secondary,no,-480,no,no,cellular,18,may,380,2,355,1,no,,-480.0
28,admin.,married,secondary,no,-76,yes,no,cellular,18,may,143,1,-1,0,no,,-76.0
28,services,single,secondary,no,373,yes,no,cellular,18,may,115,2,-1,0,no,373.0,
54,services,married,secondary,no,882,yes,no,cellular,18,may,217,1,-1,0,no,882.0,
33,admin.,married,secondary,no,48,yes,no,cellular,18,may,164,5,294,3,no,48.0,
26,management,single,tertiary,no,47,yes,no,cellular,18,may,63,1,-1,0,no,47.0,
33,blue-collar,married,secondary,no,2761,yes,no,cellular,18,may,325,1,-1,0,no,2761.0,
30,technician,married,secondary,no,-146,yes,yes,cellular,18,may,167,1,-1,0,no,,-146.0
26,blue-collar,married,secondary,no,1702,yes,yes,cellular,18,may,21,1,-1,0,no,1702.0,
33,management,divorced,tertiary,no,47,no,no,cellular,18,may,47,3,178,3,no,47.0,
58,blue-collar,married,secondary,no,1859,yes,no,cellular,18,may,277,2,264,5,no,1859.0,
32,technician,single,secondary,no,55,yes,no,cellular,18,may,185,1,-1,0,no,55.0,
33,technician,single,tertiary,no,8047,yes,no,cellular,18,may,202,1,263,13,no,8047.0,
40,services,married,secondary,no,278,yes,no,cellular,18,may,9,5,-1,0,no,278.0,
55,blue-collar,married,secondary,no,3917,yes,no,cellular,18,may,565,1,-1,0,yes,3917.0,
34,blue-collar,married,secondary,no,243,yes,no,cellular,18,may,507,1,-1,0,yes,243.0,
22,student,single,secondary,no,330,yes,no,cellular,18,may,105,1,-1,0,no,330.0,
30,technician,single,tertiary,no,1922,yes,no,cellular,18,may,546,1,-1,0,no,1922.0,
29,services,single,secondary,no,-287,yes,no,cellular,18,may,196,1,-1,0,no,,-287.0
28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,-1,0,yes,352.0,
32,blue-collar,married,secondary,no,-667,yes,no,cellular,18,may,152,7,349,1,no,,-667.0
32,admin.,married,secondary,no,97,yes,no,cellular,18,may,165,2,364,1,no,97.0,
30,blue-collar,single,secondary,no,1165,yes,no,cellular,18,may,365,2,-1,0,no,1165.0,
30,management,married,tertiary,no,168,yes,no,cellular,18,may,229,2,355,1,no,168.0,
33,admin.,single,secondary,no,1430,yes,no,cellular,18,may,74,3,349,2,no,1430.0,
23,technician,single,secondary,no,356,yes,no,cellular,18,may,224,2,356,2,no,356.0,
27,management,single,tertiary,no,438,yes,no,cellular,18,may,10,5,-1,0,no,438.0,
25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,yes,,-242.0
48,services,divorced,secondary,no,-203,yes,no,cellular,18,may,156,5,297,1,no,,-203.0
30,services,married,secondary,no,1256,yes,no,cellular,18,may,123,3,-1,0,no,1256.0,
39,blue-collar,single,primary,no,656,yes,no,cellular,18,may,190,6,-1,0,no,656.0,
33,services,divorced,secondary,no,90,yes,no,cellular,18,may,114,2,-1,0,no,90.0,
45,admin.,divorced,secondary,no,2353,yes,no,cellular,18,may,435,7,74,3,no,2353.0,
38,services,divorced,secondary,no,49,yes,no,cellular,18,may,43,1,367,2,no,49.0,
37,management,divorced,tertiary,no,1170,yes,yes,cellular,18,may,106,1,-1,0,no,1170.0,
52,blue-collar,married,secondary,no,-194,yes,no,cellular,18,may,326,1,-1,0,no,,-194.0
33,management,single,tertiary,no,2294,yes,no,cellular,18,may,81,1,178,1,no,2294.0,
43,services,married,secondary,no,43,yes,no,cellular,18,may,199,1,-1,0,no,43.0,
30,management,single,secondary,no,-383,yes,no,cellular,18,may,170,1,-1,0,no,,-383.0
32,blue-collar,married,primary,no,268,yes,yes,cellular,18,may,189,1,-1,0,no,268.0,
27,management,single,tertiary,no,2802,yes,no,cellular,18,may,84,1,-1,0,no,2802.0,
29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,yes,615.0,
36,services,divorced,secondary,no,3,yes,no,cellular,18,may,15,8,-1,0,no,3.0,
28,management,married,tertiary,no,1480,yes,no,cellular,18,may,143,1,-1,0,no,1480.0,
31,management,single,tertiary,no,518,yes,no,cellular,18,may,399,1,-1,0,no,518.0,
37,blue-collar,divorced,primary,no,117,yes,no,cellular,18,may,125,3,350,4,no,117.0,
31,admin.,single,secondary,no,1129,yes,no,cellular,18,may,145,3,-1,0,no,1129.0,
38,blue-collar,divorced,secondary,no,-138,yes,no,cellular,18,may,644,1,-1,0,no,,-138.0
29,blue-collar,single,secondary,no,391,yes,no,cellular,18,may,166,1,-1,0,no,391.0,
31,services,single,secondary,no,91,yes,no,cellular,18,may,111,2,-1,0,no,91.0,
33,blue-collar,single,secondary,no,-38,yes,no,cellular,18,may,184,1,-1,0,no,,-38.0
55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,1,yes,0.0,
32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,no,92.0,
30,blue-collar,divorced,primary,no,53,yes,no,cellular,18,may,116,1,-1,0,no,53.0,
35,blue-collar,single,primary,no,-4,yes,no,cellular,18,may,178,1,-1,0,no,,-4.0
25,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,504,1,-1,0,yes,217.0,
29,management,single,tertiary,no,797,yes,no,cellular,18,may,334,2,-1,0,no,797.0,
38,admin.,single,secondary,no,144,yes,no,cellular,18,may,177,1,-1,0,no,144.0,
32,admin.,single,secondary,no,3950,yes,no,cellular,18,may,232,1,178,1,no,3950.0,
30,blue-collar,single,secondary,no,327,yes,no,telephone,18,may,21,2,-1,0,no,327.0,
25,technician,married,tertiary,no,839,yes,no,cellular,18,may,700,3,-1,0,yes,839.0,
34,management,single,tertiary,no,138,yes,no,cellular,18,may,191,5,-1,0,no,138.0,
29,blue-collar,single,secondary,no,922,yes,no,cellular,18,may,72,1,-1,0,no,922.0,
42,self-employed,divorced,secondary,no,35,yes,yes,cellular,18,may,163,1,-1,0,no,35.0,
32,blue-collar,single,secondary,no,1670,yes,no,cellular,18,may,183,1,-1,0,no,1670.0,
24,technician,single,tertiary,no,10,yes,no,cellular,18,may,78,2,367,2,no,10.0,
30,admin.,single,secondary,no,219,yes,yes,cellular,18,may,91,6,-1,0,no,219.0,
26,blue-collar,married,secondary,no,697,yes,no,cellular,18,may,253,2,-1,0,no,697.0,
24,services,married,secondary,no,1354,yes,yes,cellular,18,may,239,2,-1,0,no,1354.0,
31,blue-collar,single,primary,no,2369,yes,no,cellular,18,may,87,1,-1,0,no,2369.0,
26,blue-collar,single,primary,no,37,yes,no,cellular,18,may,121,5,-1,0,no,37.0,
30,self-employed,married,tertiary,no,163,yes,no,cellular,18,may,149,1,362,8,no,163.0,
33,management,married,secondary,no,180,yes,no,cellular,18,may,37,2,-1,0,no,180.0,
47,blue-collar,married,primary,no,2269,yes,no,cellular,18,may,132,1,279,2,no,2269.0,
27,services,single,secondary,no,261,yes,yes,cellular,18,may,113,1,-1,0,no,261.0,
30,management,divorced,tertiary,no,726,yes,no,cellular,18,may,24,1,-1,0,no,726.0,
36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,yes,1015.0,
32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,no,3540.0,
31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380,1,-1,0,no,,-162.0
28,technician,single,tertiary,no,1080,yes,no,cellular,18,may,192,1,-1,0,no,1080.0,
30,technician,single,secondary,no,963,yes,no,cellular,18,may,66,1,-1,0,no,963.0,
30,blue-collar,married,secondary,no,-135,yes,no,cellular,18,may,57,1,-1,0,no,,-135.0
29,blue-collar,married,secondary,no,275,yes,no,cellular,18,may,180,1,-1,0,no,275.0,
33,technician,single,secondary,no,315,yes,no,cellular,18,may,179,3,374,2,no,315.0,
27,blue-collar,single,primary,no,409,yes,no,cellular,18,may,276,4,301,2,no,409.0,
29,technician,single,secondary,no,468,yes,no,cellular,18,may,37,1,370,3,no,468.0,
27,blue-collar,single,secondary,no,381,yes,no,cellular,18,may,143,1,-1,0,no,381.0,
25,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,-1,0,yes,1119.0,
24,admin.,single,secondary,no,3505,yes,no,cellular,18,may,317,1,355,1,no,3505.0,
29,services,single,secondary,no,40,yes,no,cellular,18,may,105,1,355,2,no,40.0,
32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,178,1,-1,0,yes,12198.0,
31,management,single,tertiary,no,-234,yes,no,cellular,18,may,124,1,-1,0,no,,-234.0
29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,-1,0,yes,476.0,
29,admin.,single,tertiary,no,1501,yes,no,cellular,18,may,316,1,-1,0,no,1501.0,
56,admin.,single,secondary,no,791,yes,no,cellular,18,may,103,2,-1,0,no,791.0,
29,technician,single,secondary,no,-218,yes,no,cellular,18,may,73,2,-1,0,no,,-218.0
33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,-1,0,yes,235.0,
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,yes,170.0,
45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,618,1,355,2,yes,,-357.0
24,blue-collar,single,secondary,no,-287,yes,no,cellular,18,may,504,1,-1,0,no,,-287.0
45,unemployed,single,secondary,no,382,yes,yes,cellular,18,may,182,1,-1,0,no,382.0,
27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,336,1,356,1,no,21.0,
53,blue-collar,married,primary,no,273,yes,no,cellular,18,may,248,1,279,2,no,273.0,
26,blue-collar,single,secondary,no,0,yes,no,cellular,18,may,82,4,-1,0,no,0.0,
36,services,single,secondary,no,165,yes,no,cellular,18,may,182,2,-1,0,no,165.0,
21,student,single,tertiary,no,2764,yes,no,cellular,18,may,78,2,354,2,no,2764.0,
30,blue-collar,married,primary,no,-5,yes,no,cellular,18,may,518,2,-1,0,no,,-5.0
47,technician,married,secondary,no,536,yes,no,cellular,18,may,778,2,336,2,no,536.0,
39,services,single,primary,no,471,yes,no,cellular,18,may,61,4,362,1,no,471.0,
28,student,single,tertiary,no,385,yes,no,telephone,18,may,203,5,-1,0,no,385.0,
26,blue-collar,married,primary,no,595,yes,yes,cellular,18,may,222,3,-1,0,no,595.0,
28,management,single,tertiary,no,-386,yes,no,cellular,18,may,59,2,-1,0,no,,-386.0
30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,yes,2145.0,
26,blue-collar,single,secondary,no,154,yes,no,cellular,18,may,1010,2,356,2,no,154.0,
27,technician,single,secondary,no,2293,yes,no,cellular,18,may,317,3,364,1,no,2293.0,
35,entrepreneur,single,tertiary,no,3302,yes,yes,cellular,18,may,207,3,-1,0,no,3302.0,
34,entrepreneur,single,tertiary,no,1068,yes,no,cellular,18,may,46,6,378,2,no,1068.0,
36,admin.,single,secondary,no,319,yes,no,cellular,18,may,120,2,-1,0,no,319.0,
34,admin.,single,tertiary,no,4254,yes,no,cellular,18,may,104,3,178,1,no,4254.0,
33,admin.,married,secondary,no,1077,yes,no,cellular,18,may,432,3,374,3,no,1077.0,
44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,517,3,350,2,no,777.0,
34,blue-collar,married,primary,no,392,yes,no,cellular,18,may,180,3,360,1,no,392.0,
25,services,single,secondary,no,-371,yes,no,cellular,18,may,147,2,347,3,no,,-371.0
39,blue-collar,married,secondary,no,161,yes,no,cellular,18,may,98,2,-1,0,no,161.0,
34,blue-collar,divorced,secondary,no,-301,yes,yes,cellular,18,may,465,2,-1,0,no,,-301.0
32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,yes,,-454.0
26,blue-collar,single,secondary,no,-93,yes,no,cellular,18,may,599,2,-1,0,no,,-93.0
50,technician,divorced,secondary,no,116,yes,no,cellular,18,may,40,2,321,14,no,116.0,
36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15,8,-1,0,no,,-73.0
29,technician,single,secondary,no,577,yes,no,cellular,18,may,18,4,-1,0,no,577.0,
44,admin.,married,secondary,no,429,yes,yes,cellular,18,may,35,3,349,32,no,429.0,
27,technician,single,secondary,no,598,yes,no,cellular,18,may,309,2,-1,0,no,598.0,
27,management,single,tertiary,no,574,yes,no,cellular,18,may,196,3,-1,0,no,574.0,
60,retired,divorced,secondary,no,306,yes,no,cellular,18,may,76,3,-1,0,no,306.0,
34,admin.,married,secondary,no,1158,yes,no,cellular,18,may,61,7,-1,0,no,1158.0,
41,management,married,tertiary,no,1387,yes,no,cellular,18,may,154,2,-1,0,no,1387.0,
57,blue-collar,married,secondary,no,2058,yes,no,telephone,18,may,23,2,-1,0,no,2058.0,
40,blue-collar,married,primary,no,-35,yes,no,cellular,18,may,194,3,-1,0,no,,-35.0
22,admin.,single,secondary,no,1157,yes,yes,cellular,18,may,336,2,-1,0,no,1157.0,
32,blue-collar,married,secondary,no,-39,yes,no,cellular,18,may,104,2,-1,0,no,,-39.0
28,management,single,secondary,no,1609,yes,no,cellular,18,may,98,2,315,3,no,1609.0,
46,entrepreneur,married,secondary,no,145,yes,no,cellular,18,may,236,3,-1,0,no,145.0,
30,technician,married,secondary,no,33,yes,no,cellular,18,may,146,2,-1,0,no,33.0,
26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,yes,,-887.0
35,admin.,single,secondary,no,184,yes,no,cellular,18,may,181,2,-1,0,no,184.0,
40,admin.,divorced,secondary,no,220,yes,no,cellular,18,may,197,2,-1,0,no,220.0,
44,technician,single,secondary,no,59,yes,no,cellular,18,may,9,4,341,19,no,59.0,
27,technician,married,secondary,no,267,yes,no,cellular,18,may,166,4,-1,0,no,267.0,
30,management,single,tertiary,no,264,yes,no,cellular,18,may,36,2,370,2,no,264.0,
27,admin.,single,primary,no,528,yes,yes,cellular,18,may,267,2,311,2,no,528.0,
52,blue-collar,married,secondary,no,266,yes,no,cellular,18,may,87,2,299,3,no,266.0,
31,services,single,secondary,no,258,yes,no,cellular,18,may,409,3,-1,0,no,258.0,
34,technician,married,secondary,no,966,yes,no,cellular,18,may,16,4,273,7,no,966.0,
35,blue-collar,divorced,secondary,no,164,yes,no,cellular,18,may,11,5,364,13,no,164.0,
57,services,divorced,primary,no,2225,yes,no,cellular,18,may,8,4,-1,0,no,2225.0,
27,blue-collar,single,secondary,no,240,yes,no,cellular,18,may,166,4,-1,0,no,240.0,
38,admin.,single,secondary,no,1560,yes,no,cellular,18,may,9,2,178,3,no,1560.0,
28,blue-collar,married,secondary,no,1072,yes,no,cellular,18,may,630,2,356,4,no,1072.0,
30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,no,2678.0,
35,admin.,married,secondary,no,10133,no,yes,cellular,18,may,382,2,-1,0,no,10133.0,
23,student,single,secondary,no,234,yes,no,cellular,18,may,33,5,354,7,no,234.0,
29,admin.,single,secondary,no,306,yes,no,cellular,18,may,774,4,-1,0,yes,306.0,
30,services,divorced,secondary,no,1336,yes,no,cellular,18,may,13,3,355,5,no,1336.0,
30,admin.,single,secondary,no,3068,yes,no,cellular,18,may,227,2,-1,0,no,3068.0,
47,services,divorced,secondary,no,-1730,yes,yes,cellular,18,may,178,3,-1,0,no,,-1730.0
54,retired,divorced,secondary,no,451,no,yes,cellular,18,may,42,4,280,5,no,451.0,
34,technician,divorced,secondary,no,17,yes,no,cellular,18,may,375,3,-1,0,no,17.0,
28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,no,3.0,
38,management,single,tertiary,no,2368,yes,no,cellular,18,may,241,3,-1,0,no,2368.0,
28,blue-collar,single,secondary,no,2528,yes,no,cellular,18,may,190,8,-1,0,no,2528.0,
30,management,single,tertiary,no,2017,yes,no,cellular,18,may,213,4,-1,0,no,2017.0,
36,technician,single,secondary,no,23,yes,no,cellular,18,may,69,2,333,2,no,23.0,
37,blue-collar,married,secondary,no,139,yes,no,cellular,18,may,412,5,-1,0,no,139.0,
36,blue-collar,married,primary,no,106,yes,no,cellular,18,may,31,6,-1,0,no,106.0,
35,blue-collar,single,secondary,no,-295,yes,yes,cellular,18,may,173,2,-1,0,no,,-295.0
27,blue-collar,single,secondary,no,2752,yes,no,cellular,18,may,165,2,-1,0,no,2752.0,
29,management,single,tertiary,no,2637,yes,no,cellular,18,may,179,3,-1,0,no,2637.0,
30,technician,single,secondary,no,778,yes,no,cellular,18,may,22,2,346,2,no,778.0,
33,blue-collar,divorced,secondary,no,865,yes,no,cellular,18,may,158,2,-1,0,no,865.0,
27,blue-collar,single,secondary,no,179,yes,no,cellular,18,may,74,2,-1,0,no,179.0,
43,services,single,secondary,no,-63,yes,no,cellular,18,may,92,3,374,1,no,,-63.0
35,management,single,tertiary,no,-292,yes,no,cellular,18,may,166,2,272,6,no,,-292.0
23,blue-collar,single,secondary,no,668,yes,no,cellular,18,may,857,3,-1,0,no,668.0,
40,technician,married,tertiary,no,1034,yes,no,cellular,18,may,368,2,-1,0,no,1034.0,
25,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,-1,0,yes,292.0,
33,admin.,single,secondary,no,-371,yes,yes,cellular,18,may,221,2,350,4,no,,-371.0
24,services,single,secondary,no,1299,yes,yes,cellular,18,may,113,2,-1,0,no,1299.0,
25,blue-collar,single,secondary,no,320,yes,no,cellular,18,may,549,3,-1,0,no,320.0,
32,management,married,tertiary,no,1041,yes,no,cellular,18,may,577,2,-1,0,no,1041.0,
28,entrepreneur,single,tertiary,no,224,yes,no,cellular,18,may,567,2,-1,0,no,224.0,
27,unemployed,single,secondary,no,259,yes,no,cellular,18,may,12,2,-1,0,no,259.0,
42,blue-collar,married,primary,no,1687,yes,no,cellular,18,may,14,3,178,3,no,1687.0,
56,admin.,married,secondary,no,95,yes,no,cellular,18,may,428,2,-1,0,no,95.0,
40,technician,single,secondary,no,191,yes,no,cellular,18,may,19,4,374,1,no,191.0,
34,blue-collar,single,primary,no,4723,yes,no,cellular,18,may,350,3,-1,0,no,4723.0,
29,entrepreneur,single,tertiary,no,219,yes,no,cellular,18,may,76,2,356,1,no,219.0,
30,retired,single,secondary,no,48,no,no,cellular,18,may,142,2,300,1,no,48.0,
34,management,single,tertiary,no,-578,yes,no,cellular,18,may,767,2,-1,0,yes,,-578.0
46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,may,61,3,350,5,no,148.0,
49,management,married,tertiary,no,3063,yes,no,cellular,18,may,68,2,-1,0,no,3063.0,
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,yes,139.0,
22,management,single,tertiary,no,103,yes,no,cellular,18,may,130,2,-1,0,no,103.0,
32,technician,single,tertiary,no,2684,yes,no,cellular,18,may,542,2,-1,0,yes,2684.0,
25,management,married,tertiary,no,127,yes,no,cellular,18,may,695,2,-1,0,no,127.0,
31,technician,single,tertiary,no,-241,yes,no,cellular,18,may,333,2,355,1,no,,-241.0
33,blue-collar,married,secondary,no,18,yes,no,cellular,18,may,312,3,-1,0,no,18.0,
33,technician,single,secondary,no,1279,yes,no,cellular,18,may,239,2,349,3,no,1279.0,
29,management,married,tertiary,no,318,yes,no,cellular,18,may,1434,2,356,4,no,318.0,
37,admin.,single,secondary,no,16,no,no,cellular,18,may,488,5,336,2,no,16.0,
34,blue-collar,married,secondary,no,355,yes,no,cellular,18,may,189,3,348,3,no,355.0,
23,student,single,secondary,no,2530,yes,no,cellular,18,may,194,3,364,3,no,2530.0,
34,management,married,tertiary,no,1657,yes,no,cellular,18,may,566,2,356,4,no,1657.0,
26,services,single,primary,no,-32,yes,no,cellular,18,may,486,2,336,6,no,,-32.0
30,management,married,tertiary,no,1814,yes,no,cellular,18,may,207,4,-1,0,no,1814.0,
37,blue-collar,married,secondary,no,-83,yes,no,cellular,18,may,179,4,-1,0,no,,-83.0
28,blue-collar,married,primary,no,519,yes,no,cellular,18,may,82,9,-1,0,no,519.0,
22,student,single,primary,no,110,yes,no,cellular,18,may,237,2,-1,0,no,110.0,
35,admin.,single,secondary,no,181,yes,no,cellular,18,may,217,4,301,1,no,181.0,
51,blue-collar,single,primary,no,55,yes,no,cellular,18,may,351,2,-1,0,no,55.0,
33,management,single,secondary,no,219,yes,no,cellular,18,may,19,4,-1,0,no,219.0,
27,entrepreneur,married,secondary,no,97,yes,yes,cellular,18,may,13,3,-1,0,no,97.0,
29,blue-collar,married,secondary,no,1958,yes,no,cellular,18,may,112,4,349,1,no,1958.0,
34,admin.,married,secondary,no,393,yes,no,cellular,18,may,222,4,355,1,no,393.0,
59,retired,divorced,primary,no,47,yes,no,telephone,18,may,110,3,374,1,no,47.0,
35,management,single,tertiary,no,9336,yes,no,cellular,18,may,311,2,-1,0,no,9336.0,
27,blue-collar,single,secondary,no,294,yes,no,cellular,18,may,466,2,-1,0,no,294.0,
